genus,temp,relative_abundance,Family,Order,Class,Phylum
Xenorhabdus,10.9,7.77363184079602e-05,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Yokenella,10.9,7.77363184079602e-05,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Enterococcus,9,0.000103242,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes
Orgyia,9,5.162089613875697e-05,Erebidae,Lepidoptera,Insecta,Arthropoda
Altererythrobacter,10.9,0.000485437,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Altererythrobacter,10.9,0.000466418,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Altererythrobacter,9,0.000206484,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Erythrobacteraceae,10.9,0.000155473,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Erythrobacteraceae,9,5.162089613875697e-05,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Porphyrobacter,9,0.000154863,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Eubacterium,10.9,0.000242718,Eubacteriaceae,Eubacteriales,Clostridia,Firmicutes_A
Euzebya,9,0.000103242,Euzebyaceae,Euzebyales,Actinomycetia,Actinobacteriota
Euzebya,10.9,0.000242718,Euzebyaceae,Euzebyales,Actinomycetia,Actinobacteriota
Euzebya,10.9,7.77363184079602e-05,Euzebyaceae,Euzebyales,Actinomycetia,Actinobacteriota
Ferrovibrio,10.9,0.000242718,Ferrovibrionaceae,Ferrovibrionales,Alphaproteobacteria,Proteobacteria
Ferrovibrio,9,0.000154863,Ferrovibrionaceae,Ferrovibrionales,Alphaproteobacteria,Proteobacteria
Aequorivita,9,0.000103242,Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota
Capnocytophaga,9,0.000103242,Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota
Flavobacterium,9,5.162089613875697e-05,Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota
Kordia,9,0.000103242,Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota
Lacinutrix,9,5.162089613875697e-05,Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota
Muricauda,9,0.000103242,Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota
Polaribacter,10.9,7.77363184079602e-05,Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota
Polaribacter,9,5.162089613875697e-05,Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota
Francisella,10.9,7.77363184079602e-05,Francisellaceae,Francisellales,Gammaproteobacteria,Proteobacteria
Gallaecimonas,10.9,7.77363184079602e-05,Gallaecimonadaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Ferriphaselus,9,0.000206484,Gallionellaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Ferriphaselus,10.9,0.000621891,Gallionellaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Ferriphaselus,10.9,0.000242718,Gallionellaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Gallionella,9,5.162089613875697e-05,Gallionellaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Gallionella,10.9,7.77363184079602e-05,Gallionellaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Sideroxydans,10.9,0.000544154,Gallionellaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Limnoglobus,9,5.162089613875697e-05,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetota
Tuwongella,10.9,7.77363184079602e-05,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetota
Urbifossiella,9,0.000206484,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetota
Urbifossiella,10.9,0.000233209,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetota
Geoalkalibacter,9,5.162089613875697e-05,Geoalkalibacteraceae,Desulfuromonadales,Desulfuromonadia,Desulfobacterota
Geobacter,9,0.00056783,Geobacteraceae,Geobacterales,Desulfuromonadia,Desulfobacterota
Geobacter,10.9,0.000466418,Geobacteraceae,Geobacterales,Desulfuromonadia,Desulfobacterota
Geobacter,10.9,0.000242718,Geobacteraceae,Geobacterales,Desulfuromonadia,Desulfobacterota
Blastococcus,9,5.162089613875697e-05,Geodermatophilaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Modestobacter,9,0.000103242,Geodermatophilaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Gloeobacter,9,0.000103242,Gloeobacteraceae,Gloeobacterales,Cyanobacteriia,Cyanobacteria
Gloeobacter,10.9,0.000242718,Gloeobacteraceae,Gloeobacterales,Cyanobacteriia,Cyanobacteria
Gottschalkia,10.9,0.000242718,Gottschalkiaceae,Tissierellales,Clostridia,Firmicutes_A
Haliangium,10.9,7.77363184079602e-05,Haliangiaceae,Haliangiales,Polyangia,Myxococcota
Haliangium,9,0.000103242,Haliangiaceae,Haliangiales,Polyangia,Myxococcota
Halioglobus,9,0.000103242,Halieaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Halioglobus,10.9,0.000155473,Halieaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Halioglobus,10.9,0.000242718,Halieaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Kineobactrum,10.9,0.000155473,Halieaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Natronomonas,10.9,0.000155473,Haloarculaceae,Halobacteriales,Halobacteria,Halobacteriota
Halodesulfurarchaeum,9,5.162089613875697e-05,Halobacteriaceae,Halobacteriales,Halobacteria,Halobacteriota
Haloferax,10.9,0.000242718,Haloferacaceae,Halobacteriales,Halobacteria,Halobacteriota
Halorubrum,10.9,7.77363184079602e-05,Haloferacaceae,Halobacteriales,Halobacteria,Halobacteriota
Halorubrum,9,0.000103242,Haloferacaceae,Halobacteriales,Halobacteria,Halobacteriota
Salinigranum,10.9,7.77363184079602e-05,Haloferacaceae,Halobacteriales,Halobacteria,Halobacteriota
Chromohalobacter,9,0.000206484,Halomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Cobetia,10.9,0.000310945,Halomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Cobetia,9,0.000103242,Halomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Halomonadaceae,9,0.000103242,Halomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Halomonas,9,0.00056783,Halomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Halomonas,10.9,0.001088308,Halomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Halomonas,10.9,0.000970874,Halomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Kushneria,10.9,0.000233209,Halomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Kushneria,10.9,0.000242718,Halomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Pistricoccus,9,5.162089613875697e-05,Halomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Pistricoccus,10.9,7.77363184079602e-05,Halomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Alkalilimnicola,9,0.000103242,Halorhodospiraceae,Nitrococcales,Gammaproteobacteria,Proteobacteria
Alkalilimnicola,10.9,7.77363184079602e-05,Halorhodospiraceae,Nitrococcales,Gammaproteobacteria,Proteobacteria
Halorhodospira,10.9,7.77363184079602e-05,Halorhodospiraceae,Nitrococcales,Gammaproteobacteria,Proteobacteria
Halorhodospira,9,0.000154863,Halorhodospiraceae,Nitrococcales,Gammaproteobacteria,Proteobacteria
Halothermothrix,10.9,7.77363184079602e-05,Halothermotrichaceae,Halanaerobiales,Halanaerobiia,Firmicutes_F
Guyparkeria,9,0.000103242,Halothiobacillaceae,Halothiobacillales,Gammaproteobacteria,Proteobacteria
Guyparkeria,10.9,0.000242718,Halothiobacillaceae,Halothiobacillales,Gammaproteobacteria,Proteobacteria
Halothiobacillus,9,0.000412967,Halothiobacillaceae,Halothiobacillales,Gammaproteobacteria,Proteobacteria
Halothiobacillus,10.9,0.000233209,Halothiobacillaceae,Halothiobacillales,Gammaproteobacteria,Proteobacteria
Helicobacter,10.9,0.000485437,Helicobacteraceae,Campylobacterales,Campylobacteria,Campylobacterota
Heliobacterium,10.9,7.77363184079602e-05,Heliobacteriaceae,Heliobacteriales,Desulfitobacteriia,Firmicutes_B
Homo,8.8,0.1703470031545741,Hominidae,Primates,Mammalia,Chordata
Homo,9,0.008310964,Hominidae,Primates,Mammalia,Chordata
Homo,10.9,0.009561567,Hominidae,Primates,Mammalia,Chordata
Homo,9.3,0.085185185,Hominidae,Primates,Mammalia,Chordata
Homo,10.5,0.1529411764705882,Hominidae,Primates,Mammalia,Chordata
Homo,10.7,0.077981651,Hominidae,Primates,Mammalia,Chordata
Homo,9.8,0.1185567010309278,Hominidae,Primates,Mammalia,Chordata
Homo,10.9,0.028640777,Hominidae,Primates,Mammalia,Chordata
Hymenobacter,10.9,7.77363184079602e-05,Hymenobacteraceae,Cytophagales,Bacteroidia,Bacteroidota
Hymenobacter,9,0.000103242,Hymenobacteraceae,Cytophagales,Bacteroidia,Bacteroidota
Pontibacter,10.9,0.000155473,Hymenobacteraceae,Cytophagales,Bacteroidia,Bacteroidota
Hyphomicrobium,10.9,0.000388682,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Hyphomicrobium,9,0.000258104,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Hyphomicrobium,10.9,0.000485437,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Hyphomonas,9,0.000154863,Hyphomonadaceae,Caulobacterales,Alphaproteobacteria,Proteobacteria
Hyphomonas,10.9,7.77363184079602e-05,Hyphomonadaceae,Caulobacterales,Alphaproteobacteria,Proteobacteria
Hyphomonas,10.9,0.000242718,Hyphomonadaceae,Caulobacterales,Alphaproteobacteria,Proteobacteria
Ilumatobacter,9,5.162089613875697e-05,Ilumatobacteraceae,Acidimicrobiales,Acidimicrobiia,Actinobacteriota
Immundisolibacter,10.9,0.000233209,Immundisolibacteraceae,Immundisolibacterales,Gammaproteobacteria,Proteobacteria
Immundisolibacter,9,0.000206484,Immundisolibacteraceae,Immundisolibacterales,Gammaproteobacteria,Proteobacteria
Immundisolibacter,10.9,0.000242718,Immundisolibacteraceae,Immundisolibacterales,Gammaproteobacteria,Proteobacteria
Aquisphaera,9,0.000103242,Isosphaeraceae,Isosphaerales,Planctomycetia,Planctomycetota
Aquisphaera,10.9,7.77363184079602e-05,Isosphaeraceae,Isosphaerales,Planctomycetia,Planctomycetota
Singulisphaera,9,5.162089613875697e-05,Isosphaeraceae,Isosphaerales,Planctomycetia,Planctomycetota
Kaistia,10.9,0.000155473,Kaistiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Kangiella,9,0.000103242,Kangiellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Kangiella,10.9,7.77363184079602e-05,Kangiellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Ketobacter,10.9,0.000233209,Ketobacteraceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Kineococcus,9,0.000103242,Kineococcaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Kiritimatiella,9.3,0.001851852,Kiritimatiellaceae,Kiritimatiellales,Kiritimatiellae,Verrucomicrobiota
Kosmotoga,9,0.000103242,Kosmotogaceae,Petrotogales,Thermotogae,Thermotogota
Kribbella,10.9,7.77363184079602e-05,Kribbellaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Kyrpidia,9,0.000103242,Kyrpidiaceae,Kyrpidiales,Bacilli,Firmicutes
Anaerostipes,10.9,0.000155473,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes_A
Anaerostipes,9,5.162089613875697e-05,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes_A
Blautia,10.9,7.77363184079602e-05,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes_A
Lacipirellula,10.9,7.77363184079602e-05,Lacipirellulaceae,Pirellulales,Planctomycetia,Planctomycetota
Pirellulimonas,9,0.000103242,Lacipirellulaceae,Pirellulales,Planctomycetia,Planctomycetota
Levilactobacillus,9,0.000206484,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Ligilactobacillus,10.9,7.77363184079602e-05,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Pediococcus,9,5.162089613875697e-05,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Legionella,10.9,0.001865672,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria
Legionella,9,0.003923188,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria
Legionella,10.9,0.000242718,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria
Tatlockia,9,5.162089613875697e-05,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria
Leptolyngbya,9,0.000103242,Leptolyngbyaceae,Leptolyngbyales,Cyanobacteriia,Cyanobacteria
Leptospirillum,9,0.025449102,Leptospirillaceae,Leptospirillales,Leptospirillia,Nitrospirota_A
Leptospirillum,10.9,0.012826493,Leptospirillaceae,Leptospirillales,Leptospirillia,Nitrospirota_A
Leptospirillum,8.8,0.003154574,Leptospirillaceae,Leptospirillales,Leptospirillia,Nitrospirota_A
Leptospirillum,10.9,0.002912621,Leptospirillaceae,Leptospirillales,Leptospirillia,Nitrospirota_A
Leptospirillum,9.3,0.001851852,Leptospirillaceae,Leptospirillales,Leptospirillia,Nitrospirota_A
Leptospirillum,10.5,0.003921569,Leptospirillaceae,Leptospirillales,Leptospirillia,Nitrospirota_A
Listeria,9,5.162089613875697e-05,Listeriaceae,Lactobacillales,Bacilli,Firmicutes
Magnetospira,10.9,0.000388682,Magnetospiraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Magnetospira,9,0.000154863,Magnetospiraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Magnetospirillum,9,0.000877555,Magnetospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Magnetospirillum,10.9,0.0008551,Magnetospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Magnetospirillum,10.9,0.000970874,Magnetospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Malassezia,9,0.000103242,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota
Malassezia,10.9,0.000155473,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota
Malassezia,10.5,0.003921569,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota
Malassezia,9.3,0.024074074,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota
Malassezia,10.9,0.000485437,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota
Glycocaulis,10.9,0.000485437,Maricaulaceae,Caulobacterales,Alphaproteobacteria,Proteobacteria
Glycocaulis,9,0.000103242,Maricaulaceae,Caulobacterales,Alphaproteobacteria,Proteobacteria
Glycocaulis,10.9,7.77363184079602e-05,Maricaulaceae,Caulobacterales,Alphaproteobacteria,Proteobacteria
Hyphobacterium,9,0.000154863,Maricaulaceae,Caulobacterales,Alphaproteobacteria,Proteobacteria
Hyphobacterium,10.9,7.77363184079602e-05,Maricaulaceae,Caulobacterales,Alphaproteobacteria,Proteobacteria
Maricaulis,10.9,0.000155473,Maricaulaceae,Caulobacterales,Alphaproteobacteria,Proteobacteria
Maricaulis,9,0.000103242,Maricaulaceae,Caulobacterales,Alphaproteobacteria,Proteobacteria
Salicibibacter,9,5.162089613875697e-05,Marinococcaceae,Bacillales_H,Bacilli,Firmicutes
Marinomonas,10.9,0.000155473,Marinomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Methanothermococcus,10.9,0.000242718,Methanococcaceae,Methanococcales,Methanococci,Methanobacteriota_A
Methanosarcina,10.9,0.000155473,Methanosarcinaceae,Methanosarcinales,Methanosarcinia,Halobacteriota
Methanosphaerula,9,0.000103242,Methanosphaerulaceae,Methanomicrobiales,Methanomicrobia,Halobacteriota
Methylobacteriaceae,9,0.000309725,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Methylobacteriaceae,10.9,0.000310945,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Methylocaldum,9,0.000258104,Methylococcaceae,Methylococcales,Gammaproteobacteria,Proteobacteria
Methylocaldum,10.9,0.000242718,Methylococcaceae,Methylococcales,Gammaproteobacteria,Proteobacteria
Methylococcus,10.9,0.000388682,Methylococcaceae,Methylococcales,Gammaproteobacteria,Proteobacteria
Methylococcus,9,0.000309725,Methylococcaceae,Methylococcales,Gammaproteobacteria,Proteobacteria
Methylocystaceae,10.9,7.77363184079602e-05,Methylocystaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Methyloceanibacter,9,0.000154863,Methyloligellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Methyloceanibacter,10.9,7.77363184079602e-05,Methyloligellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Methyloligella,10.9,7.77363184079602e-05,Methyloligellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Methyloligella,10.9,0.000485437,Methyloligellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Methyloligella,9,0.000103242,Methyloligellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Methylomicrobium,9,0.000361346,Methylomonadaceae,Methylococcales,Gammaproteobacteria,Proteobacteria
Methylomicrobium,10.9,0.000485437,Methylomonadaceae,Methylococcales,Gammaproteobacteria,Proteobacteria
Methylomicrobium,10.9,0.000233209,Methylomonadaceae,Methylococcales,Gammaproteobacteria,Proteobacteria
Methylomonas,10.9,0.000233209,Methylomonadaceae,Methylococcales,Gammaproteobacteria,Proteobacteria
Methylomonas,9,0.00056783,Methylomonadaceae,Methylococcales,Gammaproteobacteria,Proteobacteria
Methylomonas,10.9,0.000242718,Methylomonadaceae,Methylococcales,Gammaproteobacteria,Proteobacteria
Methylovulum,10.9,0.000155473,Methylomonadaceae,Methylococcales,Gammaproteobacteria,Proteobacteria
Methylophaga,10.9,7.77363184079602e-05,Methylophagaceae,Nitrosococcales,Gammaproteobacteria,Proteobacteria
Methylophaga,9,0.000154863,Methylophagaceae,Nitrosococcales,Gammaproteobacteria,Proteobacteria
Methylophilus,9,5.162089613875697e-05,Methylophilaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Methylotenera,9,5.162089613875697e-05,Methylophilaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Methylovorus,9,0.000258104,Methylophilaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Methylovorus,10.9,0.000155473,Methylophilaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Micavibrio,10.9,7.77363184079602e-05,Micavibrionaceae,Micavibrionales,Alphaproteobacteria,Proteobacteria
Micavibrio,9,5.162089613875697e-05,Micavibrionaceae,Micavibrionales,Alphaproteobacteria,Proteobacteria
Micavibrio,10.9,0.000242718,Micavibrionaceae,Micavibrionales,Alphaproteobacteria,Proteobacteria
Cnuibacter,10.9,0.000155473,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Curtobacterium,9,5.162089613875697e-05,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Frondihabitans,9,0.000103242,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Frondihabitans,10.9,7.77363184079602e-05,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Leifsonia,9,5.162089613875697e-05,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Leucobacter,9,5.162089613875697e-05,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Leucobacter,10.9,7.77363184079602e-05,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Microbacteriaceae,9,0.000103242,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Microbacterium,9,0.00056783,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Microbacterium,10.9,0.000310945,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Microbacterium,10.9,0.000485437,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Microcella,10.9,7.77363184079602e-05,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Microterricola,9,0.000103242,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Protaetiibacter,9,0.000103242,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Rathayibacter,10.9,0.000485437,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Rathayibacter,9,0.000154863,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Rathayibacter,10.9,7.77363184079602e-05,Microbacteriaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Arthrobacter,10.9,0.000233209,Micrococcaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Arthrobacter,9,0.000103242,Micrococcaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Citricoccus,10.9,7.77363184079602e-05,Micrococcaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Kocuria,9,5.162089613875697e-05,Micrococcaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Neomicrococcus,9,0.000103242,Micrococcaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Paenarthrobacter,9,5.162089613875697e-05,Micrococcaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Paenarthrobacter,10.9,0.000155473,Micrococcaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Pseudarthrobacter,9,0.000206484,Micrococcaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Actinoplanes,10.9,7.77363184079602e-05,Micromonosporaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Actinoplanes,9,0.000103242,Micromonosporaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Micromonospora,9,0.000154863,Micromonosporaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Micromonospora,10.9,0.000485437,Micromonosporaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Micromonospora,10.9,7.77363184079602e-05,Micromonosporaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Micromonosporaceae,10.9,7.77363184079602e-05,Micromonosporaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Phytohabitans,10.9,7.77363184079602e-05,Micromonosporaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Phytohabitans,9,5.162089613875697e-05,Micromonosporaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Plantactinospora,9,0.000103242,Micromonosporaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Stackebrandtia,9,5.162089613875697e-05,Micromonosporaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Acinetobacter,9,0.004697502,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Acinetobacter,10.9,0.002184466,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Acinetobacter,10.9,0.002098881,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Acinetobacter,8.8,0.006309148,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Acinetobacter,9.3,0.001851852,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Acinetobacter,10.5,0.003921569,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Moraxella,10.9,0.000155473,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Moraxella,9,0.000103242,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Psychrobacter,10.9,0.000155473,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Corynebacterium,9,0.000206484,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Corynebacterium,10.9,0.000699627,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Mycobacteriaceae,10.9,0.002254353,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Mycobacteriaceae,9,0.000980797,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Mycobacteriaceae,10.9,0.001213592,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Mycobacterium,10.9,0.026585821,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Mycobacterium,9,0.012337394,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Mycobacterium,10.9,0.021359223,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Mycobacterium,9.3,0.005555556,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Mycobacterium,9.8,0.005154639,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Mycobacterium,10.5,0.011764706,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Mycolicibacterium,10.9,0.010416667,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Mycolicibacterium,9,0.005368573,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Mycolicibacterium,10.9,0.006067961,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Mycolicibacterium,10.5,0.003921569,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Mycolicibacterium,9.3,0.001851852,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Nocardia,10.9,0.001399254,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Nocardia,9,0.000619451,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Nocardia,10.9,0.000970874,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Tomitella,10.9,0.000242718,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Tomitella,9,0.000206484,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Tomitella,10.9,7.77363184079602e-05,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Tsukamurella,9,0.000206484,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Tsukamurella,10.9,7.77363184079602e-05,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Mycoplasma,9,0.000154863,Mycoplasmataceae,Mycoplasmatales,Bacilli,Firmicutes
Corallococcus,10.9,0.000155473,Myxococcaceae,Myxococcales,Myxococcia,Myxococcota
Cystobacter,10.9,7.77363184079602e-05,Myxococcaceae,Myxococcales,Myxococcia,Myxococcota
Cystobacter,9,0.000154863,Myxococcaceae,Myxococcales,Myxococcia,Myxococcota
Myxococcus,9,0.000206484,Myxococcaceae,Myxococcales,Myxococcia,Myxococcota
Nakamurella,9,0.000103242,Nakamurellaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Nakamurella,10.9,0.000233209,Nakamurellaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Nakamurella,10.9,0.000242718,Nakamurellaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Halopiger,10.9,0.000242718,Natrialbaceae,Halobacteriales,Halobacteria,Halobacteriota
Natrarchaeobaculum,9,5.162089613875697e-05,Natrialbaceae,Halobacteriales,Halobacteria,Halobacteriota
