genus,temp,relative_abundance
Ottowia,10.9,0.00024271844660194174
Desulfosarcina,10.9,7.77363184079602e-05
Deinococcus,10.9,0.0001554726368159204
Malassezia,10.9,0.0004854368932038835
Sulfurivermis,10.9,0.00024271844660194174
Halorhodospira,9.0,0.0001548626884162709
Haloactinobacterium,10.9,7.77363184079602e-05
Dongshaea,10.9,7.77363184079602e-05
Parachlamydia,10.9,7.77363184079602e-05
Pusillimonas,10.9,7.77363184079602e-05
Cohnella,10.9,7.77363184079602e-05
Fluviibacter,10.9,7.77363184079602e-05
Sagittula,10.9,0.0001554726368159204
Sphingosinithalassobacter,10.9,0.000388681592039801
Anaerohalosphaera,10.9,7.77363184079602e-05
Wolinella,10.9,7.77363184079602e-05
Gluconobacter,10.9,0.00024271844660194174
Thermobifida,9.0,0.00010324179227751394
Phenylobacterium,10.9,0.00024271844660194174
Sinorhizobium,10.9,0.00024271844660194174
Alcaligenes,10.9,0.0001554726368159204
Pelagerythrobacter,10.9,7.77363184079602e-05
Rhizorhabdus,10.9,7.77363184079602e-05
Flavihumibacter,10.9,7.77363184079602e-05
Microcella,10.9,7.77363184079602e-05
Leucobacter,10.9,7.77363184079602e-05
Polystyrenella,10.9,7.77363184079602e-05
Phytobacter,10.9,7.77363184079602e-05
Undibacterium,10.9,7.77363184079602e-05
Prosthecochloris,10.9,7.77363184079602e-05
Luteimicrobium,10.9,7.77363184079602e-05
Alteromonadales,10.9,7.77363184079602e-05
Thiocystis,9.0,5.162089613875697e-05
Leifsonia,9.0,5.162089613875697e-05
Providencia,9.0,5.162089613875697e-05
Stigmatella,9.0,5.162089613875697e-05
Orgyia,9.0,5.162089613875697e-05
Photobacterium,9.0,5.162089613875697e-05
Limnohabitans,9.0,5.162089613875697e-05
Methylophilus,9.0,5.162089613875697e-05
Brucella,9.0,5.162089613875697e-05
Nitrospira,10.9,0.0001554726368159204
Thermoanaerobacter,10.9,7.77363184079602e-05
Brevibacterium,10.9,0.00024271844660194174
Alcanivorax,10.9,0.00024271844660194174
Gottschalkia,10.9,0.00024271844660194174
Pseudactinotalea,9.0,0.00010324179227751394
Phyllobacteriaceae,10.9,0.00024271844660194174
Novosphingobium,10.9,0.0004854368932038835
Haliangium,9.0,0.00010324179227751394
Acidisarcina,10.9,0.00024271844660194174
Microbacterium,10.9,0.0004854368932038835
Chromobacterium,10.9,0.0007281553398058253
Luteibacter,10.9,0.0004854368932038835
Kordia,9.0,0.00010324179227751394
Methylocella,10.9,0.0004854368932038835
Methyloligella,9.0,0.00010324179227751394
Desulfobulbus,9.0,0.00010324179227751394
Advenella,10.9,7.77363184079602e-05
Aquicella,10.9,7.77363184079602e-05
Chelativorans,10.9,0.0002332089552238806
Nitratireductor,10.9,7.77363184079602e-05
Roseitalea,10.9,7.77363184079602e-05
Parashewanella,10.9,7.77363184079602e-05
Sphingomonadales,10.9,0.0004854368932038835
Hungateiclostridium,10.9,0.00024271844660194174
Aeromicrobium,10.9,0.00024271844660194174
Nonomuraea,10.9,0.00024271844660194174
Cupriavidus,10.9,0.0004854368932038835
Rhizobacter,10.9,0.00024271844660194174
Propionibacteriaceae,10.9,7.77363184079602e-05
Rothia,10.9,0.00024271844660194174
Nordella,10.9,7.77363184079602e-05
Sulfurifustis,9.0,5.162089613875697e-05
Phyllobacteriaceae,10.9,0.0002332089552238806
Tomitella,10.9,7.77363184079602e-05
Alcaligenes,9.0,5.162089613875697e-05
Sphingorhabdus,10.9,0.0004854368932038835
Haloferax,10.9,0.00024271844660194174
Pseudoxanthomonas,10.9,0.0004854368932038835
Acinetobacter,9.3,0.001851851851851852
Monaibacterium,10.9,7.77363184079602e-05
Pseudoclostridium,10.9,7.77363184079602e-05
Anaeromyxobacter,10.9,0.0001554726368159204
Snodgrassella,9.0,5.162089613875697e-05
Salmonella,8.8,0.0031545741324921135
Morganella,10.9,7.77363184079602e-05
Kerstersia,10.9,0.0001554726368159204
Mitsuaria,10.9,7.77363184079602e-05
Roseobacter,10.9,0.00024271844660194174
Zobellella,10.9,7.77363184079602e-05
Pseudogulbenkiania,10.9,0.00024271844660194174
Aromatoleum,10.9,7.77363184079602e-05
Acidaminococcus,10.9,7.77363184079602e-05
Chlorobaculum,10.9,7.77363184079602e-05
Plesiomonas,10.9,7.77363184079602e-05
Salinarchaeum,10.9,7.77363184079602e-05
Kineococcus,9.0,0.00010324179227751394
Pectobacterium,9.0,5.162089613875697e-05
Anaerostipes,9.0,5.162089613875697e-05
Syntrophobacter,10.9,7.77363184079602e-05
Sandaracinobacter,10.9,0.0002332089552238806
Stackebrandtia,9.0,5.162089613875697e-05
Thermococcus,9.0,5.162089613875697e-05
Polaribacter,9.0,5.162089613875697e-05
Parashewanella,9.0,5.162089613875697e-05
Phascolarctobacterium,10.9,7.77363184079602e-05
Novibacillus,10.9,7.77363184079602e-05
Oceanicoccus,10.9,7.77363184079602e-05
Pseudolabrys,10.9,0.0001554726368159204
Actinomyces,10.9,7.77363184079602e-05
Kutzneria,10.9,0.00024271844660194174
Sinobacteraceae,9.0,5.162089613875697e-05
Egibacter,9.0,5.162089613875697e-05
Rodentibacter,9.0,5.162089613875697e-05
Opisthokonta,9.0,5.162089613875697e-05
Pediococcus,9.0,5.162089613875697e-05
Ornithinimicrobium,9.0,5.162089613875697e-05
Tessaracoccus,10.9,0.0001554726368159204
Prochlorococcus,10.9,7.77363184079602e-05
Glycocaulis,10.9,7.77363184079602e-05
Olivibacter,10.9,7.77363184079602e-05
Nonomuraea,10.9,7.77363184079602e-05
Mycoavidus,10.9,7.77363184079602e-05
Raoultella,10.9,7.77363184079602e-05
Marinomonas,10.9,0.0001554726368159204
Actinomadura,10.9,7.77363184079602e-05
Desulfocapsa,9.0,5.162089613875697e-05
Bdellovibrio,9.0,5.162089613875697e-05
Scandinavium,10.9,7.77363184079602e-05
Rathayibacter,10.9,7.77363184079602e-05
Geobacter,10.9,0.00024271844660194174
Aminobacter,10.9,0.00024271844660194174
Pseudomonas,9.3,0.001851851851851852
Ottowia,9.0,5.162089613875697e-05
Guyparkeria,10.9,0.00024271844660194174
Pseudomonas,9.8,0.005154639175257732
Amycolatopsis,10.9,0.00024271844660194174
Brachybacterium,10.9,0.00024271844660194174
Acidithiobacillus,10.5,0.00392156862745098
saccharomyceta,9.3,0.001851851851851852
Phaeobacter,9.0,0.00010324179227751394
Rickettsia,9.0,0.00010324179227751394
Dechloromonas,9.0,0.00010324179227751394
Peribacillus,9.0,0.00010324179227751394
Desulfolutivibrio,10.9,7.77363184079602e-05
secondary,10.9,7.77363184079602e-05
Xylella,10.9,7.77363184079602e-05
Marinobacterium,10.9,7.77363184079602e-05
Sphingosinithalassobacter,10.9,0.00024271844660194174
Edaphobacter,10.9,7.77363184079602e-05
Solimonas,10.9,7.77363184079602e-05
Thiobacillus,10.9,7.77363184079602e-05
Frondihabitans,10.9,7.77363184079602e-05
Francisella,10.9,7.77363184079602e-05
Brettanomyces,9.3,0.001851851851851852
Simiduia,10.9,7.77363184079602e-05
Aromatoleum,9.0,5.162089613875697e-05
Acinetobacter,10.5,0.00392156862745098
Skermanella,10.5,0.00392156862745098
Leptospirillum,10.5,0.00392156862745098
Ewingella,10.9,7.77363184079602e-05
Denitratisoma,10.9,7.77363184079602e-05
Pistricoccus,10.9,7.77363184079602e-05
Chitinimonas,10.9,0.00024271844660194174
Chlorobium,10.9,0.00024271844660194174
Ferriphaselus,10.9,0.00024271844660194174
Neokomagataea,10.9,7.77363184079602e-05
Propionibacterium,10.9,0.0001554726368159204
Thermaerobacter,10.9,7.77363184079602e-05
Chromobacteriaceae,10.9,7.77363184079602e-05
Isorropodon,10.9,7.77363184079602e-05
Flavobacterium,9.0,5.162089613875697e-05
Ciceribacter,9.0,5.162089613875697e-05
Shinella,9.0,5.162089613875697e-05
Phytohabitans,9.0,5.162089613875697e-05
Nocardiopsis,10.9,7.77363184079602e-05
Euzebya,10.9,7.77363184079602e-05
Pelolinea,10.9,7.77363184079602e-05
Aquisphaera,10.9,7.77363184079602e-05
Oligotropha,10.9,0.0001554726368159204
Sulfuritalea,10.9,7.77363184079602e-05
Buchnera,10.9,7.77363184079602e-05
Xenorhabdus,10.9,7.77363184079602e-05
Pseudolysobacter,10.9,7.77363184079602e-05
Yokenella,10.9,7.77363184079602e-05
Saccharomonospora,10.9,7.77363184079602e-05
Iodobacter,10.9,7.77363184079602e-05
Micromonospora,10.9,7.77363184079602e-05
Thioflavicoccus,10.9,7.77363184079602e-05
Thiomicrorhabdus,10.9,7.77363184079602e-05
Vitreoscilla,10.9,7.77363184079602e-05
Neorhizobium,10.9,7.77363184079602e-05
Niveispirillum,10.9,7.77363184079602e-05
Parasaccharibacter,10.9,7.77363184079602e-05
Lentzea,10.9,7.77363184079602e-05
Georgenia,10.9,0.00024271844660194174
Hyphomonas,10.9,0.00024271844660194174
Hoeflea,10.9,0.00024271844660194174
Alicycliphilus,10.9,0.00024271844660194174
Zygotorulaspora,9.3,0.001851851851851852
Terrabacteria,10.9,0.00024271844660194174
Tatumella,10.9,7.77363184079602e-05
Tessaracoccus,10.9,0.00024271844660194174
Chlorobium,10.9,7.77363184079602e-05
Saccharomycetales,9.0,5.162089613875697e-05
Propionibacterium,9.0,5.162089613875697e-05
Campylobacter,10.9,7.77363184079602e-05
Rhodothermus,10.9,7.77363184079602e-05
Sulfurovum,10.9,7.77363184079602e-05
Pichiaceae,9.0,5.162089613875697e-05
Tsukamurella,10.9,7.77363184079602e-05
Virgibacillus,10.9,7.77363184079602e-05
Limnohabitans,10.9,0.00024271844660194174
